ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00002209,Jun,4,Tuesday,Pontiac,Urban,Tuesday,Jun,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12309,13,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00002917,Dec,5,Friday,Pontiac,Urban,Wednesday,Jan,2,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10183,13,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00013135,Feb,4,Thursday,Accura,Urban,Monday,Mar,1,Male,Married,50,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,10286,8,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00010314,Aug,2,Monday,Honda,Urban,Monday,Aug,2,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,879,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00015213,Feb,2,Wednesday,Toyota,Urban,Thursday,Feb,2,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6980,16,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00000302,Aug,3,Friday,Mazda,Urban,Friday,Sep,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9696,6,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00000637,Jun,3,Tuesday,Chevrolet,Urban,Tuesday,Jul,1,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5623,10,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00000787,Mar,4,Thursday,Toyota,Urban,Thursday,Mar,4,Female,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14277,9,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00014793,May,2,Friday,Honda,Urban,Friday,May,2,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15026,3,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00005739,Apr,3,Wednesday,Mazda,Urban,Wednesday,Apr,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14717,2,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00011908,Aug,4,Thursday,Mazda,Urban,Friday,Sep,1,Male,Single,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5911,11,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00001510,Feb,4,Tuesday,Honda,Urban,Wednesday,Feb,4,Male,Single,23,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5981,8,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00009332,Jun,1,Thursday,Honda,Urban,Friday,Jun,1,Male,Married,60,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7214,5,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
CL00013084,Sep,4,Saturday,Mazda,Urban,Tuesday,Sep,4,Female,Married,45,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,12998,8,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,no change,3 to 4,1996,Collision
CL00006382,Jul,3,Saturday,Pontiac,Urban,Thursday,Sep,2,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,695,16,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014946,May,5,Saturday,Pontiac,Urban,Monday,Jun,3,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,3481,9,400,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00004365,Aug,3,Tuesday,Pontiac,Urban,Friday,Aug,3,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,501,3,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00005110,Mar,3,Monday,Ford,Urban,Friday,Mar,4,Male,Single,43,Third Party,Sedan - Liability,Sport,30000 to 39000,0,2427,12,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability
CL00005282,Feb,4,Tuesday,Pontiac,Urban,Thursday,Mar,2,Male,Married,41,Policy Holder,Utility - All Perils,Utility,more than 69000,1,10261,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00000933,Jul,2,Tuesday,Chevrolet,Urban,Wednesday,Jul,2,Male,Married,60,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9199,1,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995,All Perils
CL00000312,Aug,3,Friday,Pontiac,Urban,Friday,Aug,4,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,14142,7,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00009593,Dec,1,Sunday,Pontiac,Urban,Wednesday,Dec,2,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13467,8,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00000397,Jun,4,Tuesday,Saab,Urban,Monday,Jun,4,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6659,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00010047,Jul,3,Thursday,Honda,Urban,Friday,Jul,4,Male,Single,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7519,4,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
CL00005395,May,4,Wednesday,Toyota,Urban,Thursday,Jun,1,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9965,5,400,4,more than 30,more than 30,1,3 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00011676,Apr,3,Saturday,Pontiac,Rural,Monday,Apr,4,Male,Single,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9688,3,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00003951,Sep,2,Wednesday,Toyota,Urban,Wednesday,Oct,3,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9513,6,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1995,All Perils
CL00012547,May,4,Thursday,Dodge,Urban,Wednesday,Jun,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11788,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00008779,Dec,2,Saturday,Mazda,Urban,Tuesday,Dec,2,Male,Married,66,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9808,4,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
CL00010477,Jun,1,Saturday,Pontiac,Urban,Wednesday,Jun,3,Female,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,12747,8,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00009959,Jul,2,Friday,VW,Urban,Tuesday,Jul,2,Male,Married,59,Third Party,Sedan - Liability,Sport,more than 69000,0,7257,14,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00005550,Aug,3,Tuesday,Pontiac,Urban,Friday,Sep,1,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9465,12,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,1 year,1 vehicle,1995,Collision
CL00007589,May,1,Thursday,Toyota,Urban,Wednesday,May,2,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12202,7,400,2,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils
CL00010129,Oct,2,Friday,Chevrolet,Rural,Friday,Oct,3,Male,Married,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11400,13,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00013930,Jan,5,Saturday,Toyota,Rural,Wednesday,Feb,1,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1930,14,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00005625,Feb,2,Friday,Mazda,Urban,Wednesday,Mar,1,Male,Single,18,Policy Holder,Sport - Collision,Sport,more than 69000,1,1183,2,400,2,more than 30,more than 30,none,5 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00004308,May,2,Friday,Mazda,Urban,Monday,May,3,Female,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7600,9,500,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1995,Liability
CL00005636,Mar,5,Thursday,Honda,Urban,Monday,Apr,1,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,7797,9,400,1,more than 30,more than 30,none,new,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011362,Jun,2,Friday,Mazda,Urban,Monday,Jun,2,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12868,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00007216,Feb,4,Friday,Chevrolet,Rural,Tuesday,Mar,2,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,7367,2,400,2,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00004781,Feb,2,Friday,Toyota,Urban,Thursday,Feb,3,Female,Married,33,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,10016,14,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00015273,May,4,Monday,Toyota,Urban,Friday,May,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9702,9,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00006877,Mar,2,Thursday,Honda,Urban,Thursday,Mar,3,Male,Married,41,Third Party,Sedan - Liability,Sport,20000 to 29000,0,10339,4,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00010092,Apr,4,Tuesday,Pontiac,Urban,Tuesday,Apr,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2873,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability
CL00009853,Dec,4,Sunday,Honda,Urban,Tuesday,Dec,4,Male,Married,72,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1022,6,400,1,more than 30,more than 30,1,7 years,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00015214,Nov,1,Tuesday,Honda,Urban,Thursday,Nov,1,Male,Married,58,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14141,9,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00004670,Dec,5,Friday,Pontiac,Urban,Tuesday,Jan,1,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6891,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00001322,Jul,3,Tuesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3020,10,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00011096,Mar,4,Tuesday,Pontiac,Urban,Tuesday,Mar,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4155,4,700,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00000228,Jul,3,Friday,Chevrolet,Urban,Monday,Jul,3,Female,Widow,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14762,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00003509,Dec,3,Sunday,Honda,Urban,Monday,Dec,3,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13191,8,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision
CL00006215,Feb,2,Wednesday,Honda,Urban,Friday,Feb,2,Male,Married,41,Third Party,Sedan - Collision,Sedan,less than 20000,0,527,10,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00002291,Oct,4,Thursday,Chevrolet,Urban,Monday,Nov,3,Male,Married,34,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1311,11,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00004046,Oct,5,Sunday,Dodge,Urban,Wednesday,Nov,2,Male,Single,24,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15267,7,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00011696,Apr,1,Friday,Honda,Rural,Wednesday,Apr,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8893,6,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
CL00011704,May,1,Monday,Pontiac,Urban,Tuesday,May,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4200,5,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00013046,Oct,2,Wednesday,Honda,Urban,Friday,Oct,2,Male,Married,48,Third Party,Sedan - Liability,Sport,20000 to 29000,0,5481,16,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00010450,Jun,1,Thursday,Toyota,Urban,Friday,Jun,1,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11776,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1996,Collision
CL00014550,Aug,1,Thursday,Pontiac,Urban,Tuesday,Sep,2,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1371,5,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00004177,Sep,4,Wednesday,Toyota,Urban,Wednesday,Sep,4,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,11549,5,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00004004,Jul,1,Monday,Mazda,Urban,Monday,Jul,1,Male,Married,21,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13257,15,400,4,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00008164,Feb,3,Saturday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15374,13,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00014402,Jan,4,Tuesday,Chevrolet,Urban,Friday,Feb,1,Male,Married,45,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3433,3,400,2,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00012244,Jan,1,Tuesday,Ford,Urban,Wednesday,Jan,2,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1756,6,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00009527,Jun,3,Monday,Chevrolet,Urban,Wednesday,Jun,4,Male,Single,27,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13071,3,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00013788,Nov,3,Sunday,Pontiac,Urban,Wednesday,Nov,4,Male,Married,33,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,8445,7,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00001572,Apr,1,Saturday,Pontiac,Urban,Wednesday,Apr,1,Male,Married,71,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,516,12,400,4,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00013300,Feb,2,Saturday,Pontiac,Urban,Monday,Feb,2,Male,Single,30,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13845,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00013123,Nov,3,Wednesday,Mazda,Urban,Friday,Nov,3,Male,Single,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,634,3,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00002265,May,1,Tuesday,Toyota,Urban,Thursday,May,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,8546,8,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00003651,Jan,4,Wednesday,Pontiac,Urban,Thursday,Jan,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6721,11,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
CL00012554,Sep,4,Thursday,Chevrolet,Urban,Thursday,Oct,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6609,14,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011163,Jan,4,Monday,Pontiac,Urban,Thursday,Jan,4,Male,Married,65,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9450,9,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
CL00005832,Sep,1,Thursday,Toyota,Urban,Thursday,Sep,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4294,8,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00014328,Apr,1,Monday,Chevrolet,Urban,Monday,Apr,1,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4435,2,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00015241,Jul,2,Thursday,Pontiac,Urban,Monday,Jul,3,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8570,16,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,1 to 2,no change,3 to 4,1995,Liability
CL00008490,Apr,4,Saturday,Honda,Urban,Monday,Apr,4,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13165,14,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00002576,Nov,3,Thursday,Ford,Urban,Friday,Nov,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3231,6,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00013399,Jun,3,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15358,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00014167,Oct,1,Wednesday,Toyota,Rural,Friday,Oct,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10889,9,400,1,more than 30,more than 30,1,7 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00005254,Jun,1,Monday,Accura,Urban,Friday,Jun,2,Male,Married,43,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,11569,9,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00003876,Sep,3,Wednesday,Toyota,Urban,Tuesday,Sep,4,Female,Married,59,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10897,15,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
CL00007877,Nov,5,Thursday,Honda,Urban,Monday,Dec,1,Male,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2797,14,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00000002,Aug,1,Tuesday,Saab,Urban,Friday,Aug,1,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,5458,4,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994,Collision
CL00010829,Jul,2,Friday,Mazda,Urban,Friday,Jul,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10213,13,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00004134,Mar,2,Saturday,Toyota,Urban,Tuesday,Apr,1,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,1963,5,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00002487,Jul,2,Friday,Mazda,Urban,Monday,Jul,2,Male,Married,61,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5492,9,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00003253,May,2,Sunday,Pontiac,Urban,Tuesday,May,2,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1804,8,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00013679,Aug,5,Monday,Pontiac,Urban,Tuesday,Aug,5,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7999,16,700,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00001536,May,4,Sunday,Mazda,Urban,Wednesday,May,4,Male,Single,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,88,1,400,2,more than 30,more than 30,2 to 4,4 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00002325,Jun,1,Friday,Toyota,Urban,Tuesday,Jun,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,329,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Collision
CL00003952,May,5,Monday,Ford,Urban,Tuesday,May,5,Male,Married,61,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,4677,6,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00012329,Jul,1,Thursday,Honda,Urban,Friday,Jul,2,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,2140,6,700,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
CL00005596,Sep,2,Tuesday,Honda,Rural,Wednesday,Sep,3,Male,Married,59,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5929,15,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00012199,Mar,3,Thursday,Chevrolet,Rural,Tuesday,Mar,4,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,10774,4,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
CL00012695,Mar,2,Tuesday,Mazda,Urban,Tuesday,Mar,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,10816,2,400,2,more than 30,more than 30,1,more than 7,51 to 65,Yes,No,External,none,4 to 8 years,2 vehicles,1995,Collision
CL00001155,Oct,1,Monday,Pontiac,Urban,Wednesday,Oct,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8871,2,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00010182,Oct,3,Friday,Honda,Urban,Tuesday,Oct,3,Male,Single,45,Third Party,Sport - Collision,Sport,more than 69000,0,417,2,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00006701,Mar,3,Tuesday,Mazda,Urban,Thursday,Apr,2,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11292,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00008012,Oct,3,Friday,Accura,Urban,Monday,Dec,2,Male,Married,45,Third Party,Utility - All Perils,Utility,more than 69000,0,2944,14,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00007232,Jul,2,Wednesday,Pontiac,Urban,Friday,Jul,3,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11571,9,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
